	train_epoch_loss	dev_epoch_loss	dev_precision	dev_recall	dev_f1
0	0.018820883960671764	0.004335964469993044	0.849753684116334	0.849753684116334	0.8497486841457541
1	0.010366521558159442	0.0026474060335506997	0.8435960487241866	0.8435960487241866	0.8435910487538214
2	0.007515723413731801	0.003367799888586714	0.8657635361359171	0.8657635361359171	0.865758536164793
3	0.007198922717154962	0.003433583379124424	0.8965517130966538	0.8965517130966538	0.8965467131245382
4	0.005861067305995874	0.003084055901992889	0.8842364423123591	0.8842364423123591	0.8842314423406319
5	0.004972889066147084	0.0018383111039708769	0.907635456802519	0.907635456802519	0.9076304568300628
6	0.004619718641882427	0.0018768926550235068	0.8768472798417823	0.8768472798417823	0.8768422798702934
7	0.004447016864378881	0.0018651282880455256	0.9199507275868137	0.9199507275868137	0.919945727613989
8	0.004085546330634067	0.0022850692815457783	0.9273398900573906	0.9273398900573906	0.9273348900843493
9	0.0043292553962432255	0.0019682509896700225	0.9162561463515253	0.9162561463515253	0.91625114637881
10	0.003958501535292226	0.002418534322974405	0.9211822546652432	0.9211822546652432	0.921177254692382
